Participant,Action,Decrease Explanation Level,Last Distress Max Explanation,Last Anxiety Max Explanation,Last Doubt Max Explanation,Last Confusion Max Explanation,Last Disappointment Max Explanation,Last Anger Max Explanation,Last Surprise (negative) Max Explanation,Last Interest Max Explanation,Last Satisfaction Max Explanation,Last Contentment Max Explanation,Last Desire Max Explanation,Last Distress Max Resolution,Last Anxiety Max Resolution,Last Doubt Max Resolution,Last Confusion Max Resolution,Last Disappointment Max Resolution,Last Anger Max Resolution,Last Surprise (negative) Max Resolution,Last Interest Max Resolution,Last Satisfaction Max Resolution,Last Contentment Max Resolution,Last Desire Max Resolution,Last Distress Max Explanation DB,Last Anxiety Max Explanation DB,Last Doubt Max Explanation DB,Last Confusion Max Explanation DB,Last Disappointment Max Explanation DB,Last Anger Max Explanation DB,Last Surprise (negative) Max Explanation DB,Last Interest Max Explanation DB,Last Satisfaction Max Explanation DB,Last Contentment Max Explanation DB,Last Desire Max Explanation DB,Last Distress Max Resolution DB,Last Anxiety Max Resolution DB,Last Doubt Max Resolution DB,Last Confusion Max Resolution DB,Last Disappointment Max Resolution DB,Last Anger Max Resolution DB,Last Surprise (negative) Max Resolution DB,Last Interest Max Resolution DB,Last Satisfaction Max Resolution DB,Last Contentment Max Resolution DB,Last Desire Max Resolution DB,Last Distress Avg Explanation,Last Anxiety Avg Explanation,Last Doubt Avg Explanation,Last Confusion Avg Explanation,Last Disappointment Avg Explanation,Last Anger Avg Explanation,Last Surprise (negative) Avg Explanation,Last Interest Avg Explanation,Last Satisfaction Avg Explanation,Last Contentment Avg Explanation,Last Desire Avg Explanation,Last Distress Avg Resolution,Last Anxiety Avg Resolution,Last Doubt Avg Resolution,Last Confusion Avg Resolution,Last Disappointment Avg Resolution,Last Anger Avg Resolution,Last Surprise (negative) Avg Resolution,Last Interest Avg Resolution,Last Satisfaction Avg Resolution,Last Contentment Avg Resolution,Last Desire Avg Resolution,Distress Max Failure,Anxiety Max Failure,Doubt Max Failure,Confusion Max Failure,Disappointment Max Failure,Anger Max Failure,Surprise (negative) Max Failure,Interest Max Failure,Satisfaction Max Failure,Contentment Max Failure,Desire Max Failure,Distress Max Failure DB,Anxiety Max Failure DB,Doubt Max Failure DB,Confusion Max Failure DB,Disappointment Max Failure DB,Anger Max Failure DB,Surprise (negative) Max Failure DB,Interest Max Failure DB,Satisfaction Max Failure DB,Contentment Max Failure DB,Desire Max Failure DB,Distress Avg Failure,Anxiety Avg Failure,Doubt Avg Failure,Confusion Avg Failure,Disappointment Avg Failure,Anger Avg Failure,Surprise (negative) Avg Failure,Interest Avg Failure,Satisfaction Avg Failure,Contentment Avg Failure,Desire Avg Failure,Gaze on Robot Failure,Gaze on Task Failure,Gaze on Misc Failure,Head Titling Failure,Hand touching Face / Head Failure,Last Gaze on Robot Explanation,Last Gaze on Task Explanation,Last Gaze on Misc Explanation,Last Gaze on Robot Resolution,Last Gaze on Task Resolution,Last Gaze on Misc Resolution,Last Hand touching Face / Head,Last Head Titling,Confusion?
C1-1,Carry,FALSE,0.208632826805115,0.156340181827545,0.37058413028717,0.347797155380249,0.363258391618729,0.0717379525303841,0.0393536984920502,0.426989436149597,0.453547686338425,0.368912070989609,0.137942537665367,0.255990713834763,0.161802157759666,0.382410228252411,0.411902785301209,0.369210362434387,0.0838807970285416,0.180604457855225,0.583487868309021,0.531520903110504,0.411107689142227,0.557773947715759,0.070582419633866,0.021536260843277,0.03547665476799,0.045875042676926,0.090892046689988,0.0109323225915432,-0.0007939077913761,-0.012474656105042,-0.105927079916,-0.061071306467056,-0.036011278629303,0.047357887029648,0.0054619759321209,0.0118260979652409,0.0641056299209599,0.0059519708156579,0.0121428444981575,0.1412507593631750,0.156498432159424,0.077973216772079,0.042195618152618,0.419831410050392,0.1477970446686490,0.1262827447137320,0.3045889445253320,0.2865585322315630,0.296758770539954,0.0554951836128492,0.0294087876037165,0.3597573029833870,0.2309862339013330,0.2263021573827070,0.0937331786026825,0.1189540228998860,0.1043440508694690,0.2195276699898660,0.2461458823281870,0.1915340448214000,0.0390615336951022,0.0482885407376264,0.4097906171290340,0.2938549936064020,0.2428301498909630,0.1244508760773450,0.441278904676437,0.30633607506752,0.411657214164734,0.45820352435112,0.566133320331574,0.120529435575008,0.0559473410248756,0.285083711147308,0.146395817399025,0.147209152579308,0.0799712985754013,0.091627418994903,0.0496262013912199,0.0243976116180419,0.0,0.058430016040802,0.015235774219036,0.0073502361774444,0.021346241235733,0.0643000453710555,0.0355264022946359,0.0396468043327331,0.2949304270247620,0.2215994528184330,0.3471046388149260,0.3588337898254390,0.4484826624393470,0.0813109989588459,0.035965825120608,0.2110215357194340,0.0874320802589257,0.1055902702112990,0.0431816874382396,0.18,0.82,0.0,FALSE,FALSE,0.57,0.43,0.0,0.47,0.53,0.0,FALSE,TRUE,TRUE
C1-1,Pick,FALSE,0.351096540689468,0.284982264041901,0.430818021297455,0.441365540027618,0.498715072870255,0.0859489068388939,0.124771147966385,0.566348314285278,0.692841827869415,0.456173270940781,0.680850863456726,0.130526810884476,0.0999337881803513,0.22011062502861,0.204923465847969,0.268677264451981,0.0383189171552658,0.0234540831297636,0.415539741516113,0.458786725997925,0.385568559169769,0.0985844358801842,0.073186367750167,0.078003808856011,-0.0018353760242459,0.01128676533699,0.056359827518464,0.0097631290555,0.0784800127148629,0.239642173051834,0.509996652603149,0.264200881123543,0.6022391989827160,-0.2205697298049920,-0.1850484758615500,-0.210707396268845,-0.236442074179649,-0.230037808418274,-0.0476299896836281,-0.1013170648366210,-0.1508085727691650,-0.2340551018714900,-0.0706047117710119,-0.5822664275765420,0.164565440679067,0.1325319043115570,0.2596829805719230,0.2701435035780860,0.2857980454046480,0.047559967847835,0.0327752835166297,0.3391175078718290,0.2578192941452330,0.2240022156583640,0.108922036227427,0.0989933431148529,0.0785284131765365,0.1714469820261000,0.1643661037087440,0.1972605869174000,0.0292126521468162,0.0204665692523121,0.3967593669891360,0.419164603948593,0.3658336907625200,0.0913038954138756,0.280898213386536,0.20643262565136,0.386627793312073,0.366026133298874,0.454299002885819,0.103629171848297,0.0471991896629334,0.361087322235107,0.241695255041122,0.217294543981552,0.110484331846237,0.0174402892589569,0.006412819027901,0.007476806640625,0.007575869560242,0.0037749111652379,0.0005580261349679,0.002733863890171,0.0310128927230829,-0.110657513141633,-0.0689314603805539,-0.020589798688889,0.2188462283876210,0.1769714347190330,0.3331395602888530,0.331688751777013,0.390044821633233,0.0758228386855787,0.0353471343922946,0.2694858494732120,0.1184967702461610,0.1308141789502570,0.0719450020955668,0.25,0.75,0.0,FALSE,FALSE,0.3,0.7,0.0,0.0,1.0,0.0,FALSE,FALSE,FALSE
C1-1,Place,FALSE,0.297641813755035,0.227076292037964,0.363294839859009,0.398628115653992,0.467098921537399,0.0751122087240219,0.0384857207536697,0.492469072341919,0.610058665275574,0.471859395503998,0.118419140577316,0.198628529906273,0.161317259073257,0.352889537811279,0.428755283355713,0.29995185136795,0.0738570690155029,0.101750083267689,0.486746728420258,0.689811289310455,0.510689496994019,0.38733235001564,-0.0905992984771729,-0.069984346628189,-0.063533097505569,-0.038993269205093,-0.0283823013305669,-0.0224051997065544,-0.0094921365380288,0.1878238618373870,0.5034983605146410,0.347570359706879,0.0679654739797112,-0.099013283848762,-0.065759032964707,-0.0104053020477299,0.030127167701721,-0.167147070169449,-0.0012551397085189,0.0632643625140193,-0.0057223439216609,0.079752624034881,0.0388301014900209,0.268913209438324,0.1037583285041390,0.0859892484882185,0.2015989847000570,0.1909975940662050,0.2071631984604940,0.0333163141903858,0.0219160729208059,0.4012835266128660,0.3864679909761880,0.3369914347365980,0.0979763908732321,0.1074302191772160,0.0878171311720969,0.1845512373579870,0.1958980614703800,0.1847524456088510,0.0317255399736856,0.0274617966441881,0.3857807644775940,0.3873366760829140,0.3122781588444630,0.1395722270484950,0.352227956056595,0.281832844018936,0.462735116481781,0.478393614292145,0.365845113992691,0.0499393977224827,0.0464038178324699,0.377199649810791,0.217124715447426,0.182091817259789,0.241669699549675,0.068482518196106,0.018628001213074,0.028501838445663,0.031993359327316,-0.069977641105652,-0.0609350986778733,-0.0413615256547928,-0.0670908391475679,-0.1135986298322680,-0.0893509835004799,0.0041027963161469,0.2266674903886660,0.2061340021235600,0.3824462848050260,0.3927944770881110,0.2698327781898630,0.0357096720752971,0.0317101418705923,0.329202776508672,0.1222857316689830,0.1087280671511380,0.1320783344230480,0.0,1.0,0.0,TRUE,TRUE,0.3,0.7,0.0,0.28,0.72,0.0,FALSE,TRUE,FALSE
C1-1,Carry,FALSE,0.352205902338028,0.250795423984528,0.411506563425064,0.391348570585251,0.498117208480835,0.120359368622303,0.046316385269165,0.479993462562561,0.373631209135056,0.292217314243317,0.414601594209671,0.56439733505249,0.362092971801758,0.380800604820251,0.473376721143723,0.624547362327576,0.0873648151755333,0.169005408883095,0.566904842853546,0.45783919095993,0.356910765171051,0.381437629461288,-0.0890730023384089,-0.055540651082992,-0.00015065073967,-0.0668549537658689,-0.068016111850739,-0.000170066952705,-0.0096309557557106,0.1949097514152530,0.227235391736031,0.1450081616640090,0.3346302956342700,0.212191432714462,0.11129754781723,-0.0307059586048129,0.0820281505584719,0.126430153846741,-0.0329945534467697,0.12268902361393,0.086911380290985,0.0842079818248739,0.064693450927734,-0.033163964748383,0.1958647820184820,0.1561188134101200,0.3053089172210330,0.3105901918321290,0.3532873387887790,0.0732753723156902,0.0342284957966152,0.3095241506706990,0.1794459322151150,0.1723763353700910,0.0869200517827609,0.1320194632156200,0.1181333290256620,0.2808194245773420,0.2867285306672100,0.2375503785851350,0.0507715685534795,0.0474005298305103,0.4144023051129950,0.2231695007618150,0.2173125030657720,0.0798469305550324,0.307694256305695,0.229414641857147,0.395936995744705,0.422355145215988,0.493027091026306,0.110128961503506,0.040651835501194,0.436875969171524,0.238434061408043,0.227648586034775,0.115824192762375,-0.040703445672988,-0.0215095281600949,-0.035387605428696,-0.0169292092323309,-0.035736560821533,-0.01788317412138,0.0002565234899521,0.1611998379230500,-0.004454433917999,0.022037729620934,0.0208498686552048,0.2316234714311100,0.1843921998920650,0.3711493883443920,0.3705948085888570,0.4186632082514140,0.0895632490839647,0.0352558554352625,0.2655357439880790,0.1076029318830240,0.1268653341609500,0.0527258398740188,0.29,0.71,0.0,FALSE,FALSE,0.1,0.9,0.0,0.71,0.29,0.0,FALSE,TRUE,TRUE
C1-1,Pick,FALSE,0.387533068656921,0.267641723155975,0.38582056760788,0.4151711165905,0.527386546134949,0.101823575794697,0.0883146971464157,0.394777089357376,0.52707040309906,0.308873891830444,0.516352653503418,0.207154482603073,0.155261039733887,0.360355049371719,0.341302990913391,0.396565228700638,0.0613344348967075,0.0374609269201756,0.351666361093521,0.409819334745407,0.294327169656754,0.152352526783943,0.106634855270385,0.061209097504615,-0.0008072257041929,0.0491449832916259,0.0730875432491299,-0.0018055960535999,0.0411155074834823,0.033689767122269,0.2853751480579380,0.0915793478488919,0.4058683216571810,-0.180378586053848,-0.112380683422088,-0.025465518236161,-0.0738681256771089,-0.1308213174343110,-0.0404891408979895,-0.05085377022624,-0.0431107282638549,-0.1172510683536530,-0.01454672217369,-0.3640001267194750,0.2003398951860740,0.1534923099733270,0.2971081275048610,0.2988411641312300,0.3632198613171180,0.0613362313752327,0.0325203648332609,0.2868097633670230,0.1914837352863150,0.1799777187748790,0.1010936178745480,0.1835191068904740,0.141322708023446,0.2820075250097680,0.278762347996235,0.3476878638778410,0.0559576124485049,0.0293631946135844,0.287666182432856,0.2211338792528430,0.2058143530573160,0.1006920848573960,0.23519703745842,0.187209457159042,0.412600815296173,0.406344771385193,0.411576509475708,0.131129890680313,0.0621672049164772,0.30530709028244,0.097671277821064,0.129483312368393,0.0424297675490379,-0.067031323909759,-0.0356009751558309,0.0566852390766139,0.0219027400016789,-0.05851423740387,0.026495710015297,0.0126046352088451,0.02161380648613,-0.018148809671402,0.000741347670555,-0.0110106021165847,0.2086076647043230,0.1762540151675540,0.3571002980073290,0.3777079284191130,0.3790444652239480,0.0996408919493356,0.0491677246987819,0.2723739961783090,0.0820167049765586,0.1126248235503830,0.0395822179814179,0.15,0.85,0.0,FALSE,FALSE,0.12,0.88,0.0,0.17,0.83,0.0,FALSE,FALSE,FALSE
C1-1,Place,FALSE,0.45558312535286,0.323380261659622,0.434276342391968,0.413277179002762,0.49320775270462,0.0452098213136196,0.0394280664622784,0.409944772720337,0.310374736785889,0.247586101293564,0.119806833565235,0.487727433443069,0.316628366708756,0.423575669527054,0.450594305992126,0.506116449832916,0.107226431369782,0.139702305197716,0.531862258911133,0.455302298069,0.275308817625046,0.199920520186424,0.1033551692962650,0.041547417640686,-0.028458774089813,-0.0651164352893829,0.127362638711929,-0.0047295764088631,-0.0069757513701914,0.032745122909546,0.093250021338463,0.065494284033775,-0.1218628659844400,0.032144308090209,-0.006751894950866,-0.0107006728649139,0.037317126989364,0.012908697128296,0.0620166100561623,0.1002742387354380,0.121917486190796,0.144927561283111,0.0277227163314819,0.080113686621189,0.2620663892919730,0.2007399602966790,0.3116175671250130,0.2880913994069830,0.3370208591222760,0.0325577710834095,0.0289357142933344,0.3021463693703640,0.1599860594181690,0.1499070169056880,0.0853288234921835,0.2457919276895980,0.1978848420438310,0.3304778902481,0.3396907940152150,0.3372848780737040,0.0485974706132852,0.0347770236299506,0.2860583741040460,0.1479408006582940,0.1419333298468870,0.0960086456810434,0.243245899677277,0.169133976101875,0.399833470582962,0.380068212747574,0.422573238611221,0.133645877242088,0.0541861653327942,0.293639421463013,0.199126049876213,0.185424238443375,0.0754728317260742,0.03542110323906,0.0045242905616759,0.0306032896041869,-0.0027708709239959,0.0028082728385919,0.024361051619053,0.0028241761028767,0.0069434642791749,0.0927651226520539,0.04923102259636,0.0315471515059471,0.199242740869522,0.1596578618413520,0.3562137484550480,0.3561220490618760,0.3999473766276710,0.1069531872084270,0.0452753387783703,0.2661452638475520,0.0964018192730452,0.1247155666351320,0.0408483228008998,0.12,0.88,0.0,FALSE,FALSE,0.11,0.89,0.0,0.06,0.94,0.0,TRUE,TRUE,FALSE
C1-1,Carry,FALSE,0.327386647462845,0.238851755857468,0.36119419336319,0.358775615692139,0.471626162528992,0.106241531670094,0.0362052395939827,0.415225803852081,0.477513313293457,0.388676464557648,0.113644629716873,0.430578142404556,0.284334778785706,0.423353642225266,0.472660541534424,0.559365093708038,0.1045161485672,0.127787828445435,0.458284556865692,0.60634046792984,0.471040368080139,0.789172947406769,0.0196923911571499,0.009437114000321,-0.034742802381515,-0.0635795295238489,-0.021400928497314,-0.003887429833412,-0.0044465959072113,-0.0216501653194429,0.2390792518854140,0.1610278785228730,-0.002179563045502,0.1031914949417110,0.045483022928238,0.062159448862076,0.1138849258422850,0.087738931179046,-0.0017253831028939,0.0915825888514522,0.043058753013611,0.128827154636383,0.082363903522491,0.6755283176898960,0.1896657896669290,0.1512187525891420,0.3179830412069960,0.308940521457739,0.3647496966939220,0.0727731144349826,0.030695234180281,0.3024595220360840,0.1662851106702240,0.1768839965786850,0.0757971631461068,0.1519897081281830,0.1269329187014830,0.2881593178980840,0.2778283189635100,0.289226543273985,0.0537852120487401,0.0306913482476465,0.3448591730702000,0.2431676428510540,0.2247681601077130,0.1066751817461130,0.101004146039486,0.0995562225580216,0.229583740234375,0.212258696556091,0.197339966893196,0.0404470190405846,0.0347241871058941,0.473595857620239,0.402235746383667,0.33709180355072,0.101293325424194,-0.1428766921162600,-0.0864356756210324,-0.097344219684601,-0.1735338270664220,-0.227104172110558,-0.0584339275956154,-0.0971325822174549,0.030893385410309,-0.117238700389862,-0.109152436256409,-0.1916258037090310,0.0904028701285521,0.0830897285292546,0.1961665619164710,0.1837308735897140,0.1791222834338740,0.0349004742068549,0.0268005446220437,0.446973675241073,0.3649195780356730,0.3090331877271330,0.086633856408298,0.5,0.5,0.0,FALSE,FALSE,0.11,0.89,0.0,0.57,0.43,0.0,FALSE,TRUE,TRUE
C1-1,Pick,FALSE,0.387533068656921,0.267641723155975,0.38582056760788,0.4151711165905,0.527386546134949,0.101823575794697,0.0883146971464157,0.394777089357376,0.52707040309906,0.308873891830444,0.516352653503418,0.207154482603073,0.155261039733887,0.360355049371719,0.341302990913391,0.396565228700638,0.0613344348967075,0.0374609269201756,0.351666361093521,0.409819334745407,0.294327169656754,0.152352526783943,0.106634855270385,0.061209097504615,-0.0008072257041929,0.0491449832916259,0.0730875432491299,-0.0018055960535999,0.0411155074834823,0.033689767122269,0.2853751480579380,0.0915793478488919,0.4058683216571810,-0.180378586053848,-0.112380683422088,-0.025465518236161,-0.0738681256771089,-0.1308213174343110,-0.0404891408979895,-0.05085377022624,-0.0431107282638549,-0.1172510683536530,-0.01454672217369,-0.3640001267194750,0.2003398951860740,0.1534923099733270,0.2971081275048610,0.2988411641312300,0.3632198613171180,0.0613362313752327,0.0325203648332609,0.2868097633670230,0.1914837352863150,0.1799777187748790,0.1010936178745480,0.1835191068904740,0.141322708023446,0.2820075250097680,0.278762347996235,0.3476878638778410,0.0559576124485049,0.0293631946135844,0.287666182432856,0.2211338792528430,0.2058143530573160,0.1006920848573960,0.276479601860046,0.202822387218475,0.375765889883041,0.361086219549179,0.45656031370163,0.102502293884754,0.0318384394049645,0.273638635873795,0.152181893587112,0.152093291282654,0.0738611966371536,-0.064150422811509,-0.04460982978344,-0.023181974887848,-0.0254108905792239,-0.0375688076019279,-0.0065992623567579,-0.0058181658387184,-0.017834365367889,-0.388983339071274,-0.24442720413208,-0.0695707499980924,0.2502887408648220,0.1863032941307340,0.3341300679104670,0.3403461128473280,0.4322557279041840,0.0766693241894245,0.0294455921809588,0.2289616540074350,0.1131082624197010,0.1348486526736190,0.0542807666850941,0.0,1.0,0.0,TRUE,FALSE,0.12,0.88,0.0,0.17,0.83,0.0,FALSE,FALSE,FALSE
C2-1,Carry,FALSE,0.4007727205753330,0.2603576183319090,0.3666124939918520,0.3981890082359310,0.5629221200942990,0.0823635011911392,0.0427688807249069,0.2867841124534610,0.3705533742904660,0.2958571016788480,0.0968638435006141,0.4171337485313420,0.2604086101055150,0.3641000688076020,0.3806847333908080,0.5678062438964840,0.0835187286138534,0.0597186833620071,0.2819111049175260,0.3237360119819640,0.2877682745456700,0.1200299561023710,0.0724050104618072,0.0407018959522247,0.0069594085216522,-0.0011570155620574,0.0632235407829285,0.0055425614118575,0.0045654252171516,0.0219880938529968,0.182443305850029,0.1052401959896090,0.0196397826075554,0.0163610279560089,5.09917736053467E-05,-0.0025124251842499,-0.0175042748451232,0.004884123802185,0.0011552274227142,0.0169498026371002,-0.0048730075359345,-0.0468173623085022,-0.0080888271331787,0.0231661126017571,0.299017818350541,0.2023826863028500,0.3028050421884190,0.3257951054133870,0.4753478577262480,0.0575401367815701,0.028872056619117,0.2004468582178420,0.1370254541306120,0.1473495236745010,0.0528533234211959,0.3037126440000030,0.2005378034837700,0.2836796625497490,0.3012258697380410,0.4777285659566840,0.0501984349115097,0.0262210479184509,0.1973703389472150,0.1508824105592480,0.1575893358664310,0.0582493887223461,0.3205641806125640,0.2314386069774630,0.351802110671997,0.3863353133201600,0.4819407761096950,0.0901269763708114,0.0421654656529426,0.2957134544849400,0.3559241890907290,0.2966441214084630,0.1024967730045320,-0.0551381409168243,-0.0173007398843765,0.0045589208602905,0.0178043246269226,-0.0659706294536591,0.0230767652392387,0.00937694683671,0.0181429386138916,-0.084417849779129,-0.0620843172073363,-0.0038580000400542,0.2526612956734260,0.1770325452089310,0.2975608399685690,0.3196307850234650,0.4147979327861,0.0627544741420184,0.0319697588463039,0.231146233046756,0.1587123954120800,0.1645948970142530,0.0649636738440569,0.0,1.0,0.0,TRUE,FALSE,0.06,0.94,0.0,0.0,1.0,0.0,FALSE,TRUE,FALSE
C2-1,Pick,FALSE,0.5397377014160160,0.3135679364204410,0.3567654192447660,0.4120189249515530,0.6198630928993230,0.0949108749628067,0.1310157775878910,0.2965361773967740,0.4228170812129970,0.3403955698013310,0.1559272110462190,0.3423549830913540,0.2257080227136610,0.2920897603034970,0.3080944418907170,0.5337696671485900,0.0512875951826572,0.0253788903355598,0.2202975153923030,0.1934883743524550,0.2001998573541640,0.0649696066975593,0.1655706465244290,0.0701417326927185,0.040070742368698,0.05496808886528,0.0867735743522644,0.0334390066564084,0.0969194918870925,0.0863973945379258,0.2732867747545240,0.1848159879446030,0.0870076417922973,-0.1973827183246610,-0.0878599137067794,-0.0646756589412688,-0.1039244830608370,-0.0860934257507324,-0.0436232797801495,-0.1056368872523310,-0.0762386620044708,-0.2293287068605420,-0.1401957124471660,-0.0909576043486594,0.326523473454734,0.2149543906798810,0.2932593122882360,0.3199903764209500,0.4961997356455210,0.0529622325073864,0.0286621865737488,0.1801410346465600,0.1290777158307830,0.1364999763920150,0.0533648674549945,0.2992991209030150,0.2003478780388830,0.2720044165849690,0.2770923316478730,0.4938889473676680,0.0466419350355863,0.0238768329843878,0.1973974272608760,0.1577411107718940,0.1670425742864610,0.0556429233402013,0.4337252080440520,0.2628348469734190,0.4185733199119570,0.5009400248527530,0.5439869165420530,0.111246719956398,0.0519176796078681,0.2228274196386340,0.1171018555760380,0.1329220384359360,0.0478243790566921,0.0263949036598206,-0.004938006401062,0.0583697855472564,0.0706403255462647,-0.0152745842933654,0.0368861928582192,0.0139617249369621,0.0327623784542084,-0.1077916249632840,-0.0699380338191986,-0.0216535441577433,0.3471858228246370,0.2168833054602150,0.3278195684154830,0.3772880857189500,0.4958776620527110,0.0726597225293516,0.0357309222066153,0.1639859126880760,0.0815542914594213,0.0962630438928802,0.0359515006033082,0.0,0.95,0.05,FALSE,FALSE,0.01,0.99,0.0,0.0,1.0,0.0,FALSE,TRUE,FALSE
